treatment,treatment_en,control,outcome,outcome_en,outlength,frequency,att,patt,sig,measure,value,diff,diff_patt,max_diff,measure_en,max_diff_patt,outlength2,sig2,sig2_en,valueText1,outlength3
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,12,m,1.6,5.5,***,Kontrollgruppe,29.1,,,44.7,Kontrollgruppe,37.7,12.2,signifikant,significant,25.1,12
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,15,m,1.7,5.5,***,Kontrollgruppe,30.9,,,46.6,Kontrollgruppe,39.6,15.2,signifikant,significant,26.9,15
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,18,m,3.3,10.6,***,Kontrollgruppe,31.3,,,48.6,Kontrollgruppe,41.6,18.2,signifikant,significant,27.3,18
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,2,j,7,21.5,***,Kontrollgruppe,32.6,,,53.6,Kontrollgruppe,46.6,2.2,signifikant,significant,28.6,24
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,21,m,4.9,15.5,***,Kontrollgruppe,31.5,,,50.4,Kontrollgruppe,43.4,21.2,signifikant,significant,27.5,21
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,24,m,7,21.5,***,Kontrollgruppe,32.6,,,53.6,Kontrollgruppe,46.6,24.2,signifikant,significant,28.6,24
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,3,j,6.5,18.7,***,Kontrollgruppe,34.5,,,55,Kontrollgruppe,48,3.2,signifikant,significant,30.5,36
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,3,m,62.8,311.3,***,Kontrollgruppe,20.2,,,97,Kontrollgruppe,90,3.2,signifikant,significant,16.2,3
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,4,j,6.1,17.2,***,Kontrollgruppe,35.3,,,55.4,Kontrollgruppe,48.4,4.2,signifikant,significant,31.299999999999997,48
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,5,j,5.2,13.9,***,Kontrollgruppe,37,,,56.2,Kontrollgruppe,49.2,5.2,signifikant,significant,33,60
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,6,j,6.2,17,***,Kontrollgruppe,36.5,,,56.7,Kontrollgruppe,49.7,6.2,signifikant,significant,32.5,72
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,6,m,36.8,145.9,***,Kontrollgruppe,25.2,,,76,Kontrollgruppe,69,6.2,signifikant,significant,21.2,6
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,9,m,10.1,37,***,Kontrollgruppe,27.4,,,51.5,Kontrollgruppe,44.5,9.2,signifikant,significant,23.4,9
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,1,j,-6.2,-47.3,***,Kontrollgruppe,13.1,,,27.1,Kontrollgruppe,20.1,1.2,signifikant,significant,9.1,12
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,12,m,-6.2,-47.3,***,Kontrollgruppe,13.1,,,27.1,Kontrollgruppe,20.1,12.2,signifikant,significant,9.1,12
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,15,m,-5.4,-38.8,***,Kontrollgruppe,14,,,28,Kontrollgruppe,21,15.2,signifikant,significant,10,15
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,18,m,-5.1,-34.5,***,Kontrollgruppe,14.9,,,28.9,Kontrollgruppe,21.9,18.2,signifikant,significant,10.9,18
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,2,j,-5.8,-34.4,***,Kontrollgruppe,17,,,31,Kontrollgruppe,24,2.2,signifikant,significant,13,24
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,21,m,-5.4,-34.1,***,Kontrollgruppe,15.9,,,29.9,Kontrollgruppe,22.9,21.2,signifikant,significant,11.9,21
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,24,m,-5.8,-34.4,***,Kontrollgruppe,17,,,31,Kontrollgruppe,24,24.2,signifikant,significant,13,24
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,3,j,-6,-28.6,***,Kontrollgruppe,21,,,35,Kontrollgruppe,28,3.2,signifikant,significant,17,36
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,3,m,-7.5,-83.7,***,Kontrollgruppe,9,,,23,Kontrollgruppe,16,3.2,signifikant,significant,5,3
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,4,j,-6.3,-25.7,***,Kontrollgruppe,24.6,,,38.6,Kontrollgruppe,31.6,4.2,signifikant,significant,20.6,48
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,5,j,-5.5,-20.6,***,Kontrollgruppe,26.6,,,40.6,Kontrollgruppe,33.6,5.2,signifikant,significant,22.6,60
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,6,j,-5.9,-20.1,***,Kontrollgruppe,29.6,,,43.6,Kontrollgruppe,36.6,6.2,signifikant,significant,25.6,72
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,6,m,-7.6,-71.7,***,Kontrollgruppe,10.6,,,24.6,Kontrollgruppe,17.6,6.2,signifikant,significant,6.6,6
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,9,m,-6.7,-55.8,***,Kontrollgruppe,12,,,26,Kontrollgruppe,19,9.2,signifikant,significant,8,9
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",1,j,0.9,4.8,***,Kontrollgruppe,17.9,,,32.8,Kontrollgruppe,25.8,1.2,signifikant,significant,13.899999999999999,12
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",12,m,0.9,4.8,***,Kontrollgruppe,17.9,,,32.8,Kontrollgruppe,25.8,12.2,signifikant,significant,13.899999999999999,12
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",15,m,0.8,3.8,**,Kontrollgruppe,20.5,,,35.2,Kontrollgruppe,28.2,15.2,signifikant,significant,16.5,15
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",18,m,1.4,6.7,***,Kontrollgruppe,21.5,,,37,Kontrollgruppe,30,18.2,signifikant,significant,17.5,18
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",2,j,2.5,10.9,***,Kontrollgruppe,23.4,,,40,Kontrollgruppe,33,2.2,signifikant,significant,19.4,24
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",21,m,1.8,8.2,***,Kontrollgruppe,22.3,,,38.1,Kontrollgruppe,31.1,21.2,signifikant,significant,18.3,21
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",24,m,2.5,10.9,***,Kontrollgruppe,23.4,,,40,Kontrollgruppe,33,24.2,signifikant,significant,19.4,24
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",3,j,3.7,14.4,***,Kontrollgruppe,25.9,,,43.7,Kontrollgruppe,36.7,3.2,signifikant,significant,21.9,36
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",3,m,-6.7,-59.7,***,Kontrollgruppe,11.3,,,25.3,Kontrollgruppe,18.3,3.2,signifikant,significant,7.300000000000001,3
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",4,j,4,14.5,***,Kontrollgruppe,27.3,,,45.3,Kontrollgruppe,38.3,4.2,signifikant,significant,23.3,48
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",5,j,3.9,13.4,***,Kontrollgruppe,29.5,,,47.4,Kontrollgruppe,40.4,5.2,signifikant,significant,25.5,60
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",6,j,5,16.8,***,Kontrollgruppe,29.4,,,48.4,Kontrollgruppe,41.4,6.2,signifikant,significant,25.4,72
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",6,m,-4.2,-29.6,***,Kontrollgruppe,14.2,,,28.2,Kontrollgruppe,21.2,6.2,signifikant,significant,10.2,6
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",9,m,-1.8,-11.1,***,Kontrollgruppe,16.1,,,30.1,Kontrollgruppe,23.1,9.2,signifikant,significant,12.100000000000001,9
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,1,j,-8.9,-20.4,°°°,Kontrollgruppe,43.5,,,57.5,Kontrollgruppe,50.5,1.2,signifikant,significant,39.5,12
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,12,m,-8.9,-20.4,°°°,Kontrollgruppe,43.5,,,57.5,Kontrollgruppe,50.5,12.2,signifikant,significant,39.5,12
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,15,m,-7.4,-18,°°°,Kontrollgruppe,40.9,,,54.9,Kontrollgruppe,47.9,15.2,signifikant,significant,36.9,15
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,18,m,-6.1,-15.1,°°°,Kontrollgruppe,40.1,,,54.1,Kontrollgruppe,47.1,18.2,signifikant,significant,36.1,18
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,2,j,-5.8,-16,°°°,Kontrollgruppe,36.5,,,50.5,Kontrollgruppe,43.5,2.2,signifikant,significant,32.5,24
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,21,m,-5.1,-13.2,°°°,Kontrollgruppe,38.9,,,52.9,Kontrollgruppe,45.9,21.2,signifikant,significant,34.9,21
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,24,m,-5.8,-16,°°°,Kontrollgruppe,36.5,,,50.5,Kontrollgruppe,43.5,24.2,signifikant,significant,32.5,24
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,3,j,-4.3,-13.6,°°°,Kontrollgruppe,31.6,,,45.6,Kontrollgruppe,38.6,3.2,signifikant,significant,27.6,36
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,3,m,-23.2,-38.9,°°°,Kontrollgruppe,59.6,,,73.6,Kontrollgruppe,66.6,3.2,signifikant,significant,55.6,3
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,4,j,-3.2,-11.4,°°°,Kontrollgruppe,27.7,,,41.7,Kontrollgruppe,34.7,4.2,signifikant,significant,23.7,48
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,5,j,-2.8,-11.2,°°°,Kontrollgruppe,25.3,,,39.3,Kontrollgruppe,32.3,5.2,signifikant,significant,21.3,60
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,6,j,-2.4,-10.2,°°°,Kontrollgruppe,23.5,,,37.5,Kontrollgruppe,30.5,6.2,signifikant,significant,19.5,72
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,6,m,-14.3,-27.7,°°°,Kontrollgruppe,51.7,,,65.7,Kontrollgruppe,58.7,6.2,signifikant,significant,47.7,6
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,9,m,-9.6,-20.3,°°°,Kontrollgruppe,47.4,,,61.4,Kontrollgruppe,54.4,9.2,signifikant,significant,43.4,9
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,1,j,12.7,28.7,°°°,Kontrollgruppe,44.2,,,70.9,Kontrollgruppe,63.9,1.2,signifikant,significant,40.2,12
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,12,m,12.7,28.7,°°°,Kontrollgruppe,44.2,,,70.9,Kontrollgruppe,63.9,12.2,signifikant,significant,40.2,12
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,15,m,11.1,23.9,°°°,Kontrollgruppe,46.2,,,71.2,Kontrollgruppe,64.2,15.2,signifikant,significant,42.2,15
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,18,m,9.6,20.8,°°°,Kontrollgruppe,46.3,,,69.9,Kontrollgruppe,62.9,18.2,signifikant,significant,42.3,18
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,2,j,9.5,19.7,°°°,Kontrollgruppe,48.2,,,71.8,Kontrollgruppe,64.8,2.2,signifikant,significant,44.2,24
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,21,m,8.7,18.7,°°°,Kontrollgruppe,46.7,,,69.4,Kontrollgruppe,62.4,21.2,signifikant,significant,42.7,21
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,24,m,9.5,19.7,°°°,Kontrollgruppe,48.2,,,71.8,Kontrollgruppe,64.8,24.2,signifikant,significant,44.2,24
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,3,j,8.1,16.2,°°°,Kontrollgruppe,49.8,,,71.8,Kontrollgruppe,64.8,3.2,signifikant,significant,45.8,36
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,3,m,26.8,84.1,°°°,Kontrollgruppe,31.9,,,72.7,Kontrollgruppe,65.7,3.2,signifikant,significant,27.9,3
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,4,j,6.9,13.7,°°°,Kontrollgruppe,50.3,,,71.2,Kontrollgruppe,64.2,4.2,signifikant,significant,46.3,48
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,5,j,6.2,12.2,°°°,Kontrollgruppe,51,,,71.2,Kontrollgruppe,64.2,5.2,signifikant,significant,47,60
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,6,j,5.5,11,°°°,Kontrollgruppe,49.9,,,69.4,Kontrollgruppe,62.4,6.2,signifikant,significant,45.9,72
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,6,m,18.1,47.7,°°°,Kontrollgruppe,38,,,70.1,Kontrollgruppe,63.1,6.2,signifikant,significant,34,6
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,9,m,13.5,32.7,°°°,Kontrollgruppe,41.2,,,68.6,Kontrollgruppe,61.6,9.2,signifikant,significant,37.2,9
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,1,j,-3.8,-31.2,°°°,Kontrollgruppe,12.3,,,26.3,Kontrollgruppe,19.3,1.2,signifikant,significant,8.3,12
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,12,m,-3.8,-31.2,°°°,Kontrollgruppe,12.3,,,26.3,Kontrollgruppe,19.3,12.2,signifikant,significant,8.3,12
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,15,m,-3.7,-28.7,°°°,Kontrollgruppe,12.9,,,26.9,Kontrollgruppe,19.9,15.2,signifikant,significant,8.9,15
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,18,m,-3.6,-26.3,°°°,Kontrollgruppe,13.6,,,27.6,Kontrollgruppe,20.6,18.2,signifikant,significant,9.6,18
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,2,j,-3.7,-24.2,°°°,Kontrollgruppe,15.3,,,29.3,Kontrollgruppe,22.3,2.2,signifikant,significant,11.3,24
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,21,m,-3.6,-25,°°°,Kontrollgruppe,14.4,,,28.4,Kontrollgruppe,21.4,21.2,signifikant,significant,10.4,21
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,24,m,-3.7,-24.2,°°°,Kontrollgruppe,15.3,,,29.3,Kontrollgruppe,22.3,24.2,signifikant,significant,11.3,24
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,3,j,-3.8,-20.2,°°°,Kontrollgruppe,18.6,,,32.6,Kontrollgruppe,25.6,3.2,signifikant,significant,14.600000000000001,36
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,3,m,-3.6,-42.3,°°°,Kontrollgruppe,8.6,,,22.6,Kontrollgruppe,15.6,3.2,signifikant,significant,4.6,3
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,4,j,-3.7,-17,°°°,Kontrollgruppe,21.9,,,35.9,Kontrollgruppe,28.9,4.2,signifikant,significant,17.9,48
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,5,j,-3.4,-14.3,°°°,Kontrollgruppe,23.7,,,37.7,Kontrollgruppe,30.7,5.2,signifikant,significant,19.7,60
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,6,j,-3.1,-11.6,°°°,Kontrollgruppe,26.5,,,40.5,Kontrollgruppe,33.5,6.2,signifikant,significant,22.5,72
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,6,m,-3.8,-37.2,°°°,Kontrollgruppe,10.3,,,24.3,Kontrollgruppe,17.3,6.2,signifikant,significant,6.300000000000001,6
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,9,m,-3.8,-33.6,°°°,Kontrollgruppe,11.4,,,25.4,Kontrollgruppe,18.4,9.2,signifikant,significant,7.4,9
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",1,j,15.1,46,°°°,Kontrollgruppe,32.8,,,61.9,Kontrollgruppe,54.9,1.2,signifikant,significant,28.799999999999997,12
